mac,weekday,fecha_esp32,voltaje,corriente,potencia,frecuencia,energia,fp,esp32_temp,workstation_cpu,workstation_cpu_power,workstation_cpu_temp,workstation_gpu,workstation_gpu_power,workstation_gpu_temp,workstation_ram,workstation_ram_power
3C:61:05:12:96:30,6,2022-07-02 00:20:00,119.43333333333334,1.0781166666666666,117.75,59.940000000000005,0.002000000000066393,0.9138333333333334,47.611086666666665,9.994666666666665,43.09,32.88333333333333,0.0,36.0,14.499500000000001,47.281666666666666,8.783999999999999
3C:61:05:12:96:30,6,2022-07-02 00:21:00,119.42166666666667,1.0888666666666666,119.06833333333334,59.94833333333334,0.0019999999999527063,0.9153333333333333,51.129599999999996,10.472333333333333,43.09,34.083333333333336,0.0,36.0,14.509333333333332,47.34083333333333,10.2315
3C:61:05:12:96:30,6,2022-07-02 00:22:00,119.41000000000001,1.0841,118.33500000000001,59.95333333333333,0.0019999999999527063,0.9138333333333334,48.935158333333334,10.004166666666666,43.09,33.55,0.0,35.93333333333333,14.489666666666666,47.314499999999995,9.449166666666667
3C:61:05:12:96:30,6,2022-07-02 00:23:00,119.41000000000001,1.0833000000000002,118.34166666666667,59.97666666666667,0.002000000000066393,0.9141666666666667,48.96293333333333,10.654666666666666,43.09,34.15,0.0,36.0,14.488833333333334,47.30533333333334,9.986166666666666
3C:61:05:12:96:30,6,2022-07-02 00:24:00,119.42833333333333,1.0824500000000001,118.31666666666666,59.934999999999995,0.0019999999999527063,0.9151666666666667,49.379601666666666,9.992166666666666,43.09,33.53333333333333,0.0,36.0,14.504666666666667,47.28216666666666,9.525666666666666
3C:61:05:12:96:30,6,2022-07-02 00:25:00,119.41833333333334,1.0909000000000002,119.28666666666666,59.94833333333334,0.002000000000066393,0.9153333333333333,47.231453333333334,10.912333333333333,43.09,34.083333333333336,0.0,35.96666666666667,14.509833333333335,47.308,9.426833333333333
3C:61:05:12:96:30,6,2022-07-02 00:26:00,119.41333333333334,1.0869333333333333,118.57666666666667,59.94666666666667,0.0019999999999527063,0.913,51.129599999999996,10.196,43.09,33.3,0.0,36.0,14.535833333333333,47.2855,9.542499999999999
3C:61:05:12:96:30,6,2022-07-02 00:27:00,119.425,1.0803,117.96333333333334,59.95,0.002000000000066393,0.9145000000000001,51.129599999999996,9.734666666666667,43.09,33.233333333333334,0.0,36.0,14.5225,47.287,9.447833333333334
3C:61:05:12:96:30,6,2022-07-02 00:28:00,119.39666666666668,1.0738166666666666,117.16000000000001,59.975,0.0019999999999527063,0.914,48.953675,10.645999999999999,43.09,33.61666666666667,0.0,36.0,14.494499999999999,47.29566666666666,9.131
3C:61:05:12:96:30,6,2022-07-02 00:29:00,119.41666666666667,1.07495,117.35833333333333,59.96333333333334,0.0019999999999527063,0.9146666666666667,49.824045,10.619499999999999,43.09,34.083333333333336,0.0,36.0,14.534166666666666,47.31733333333333,9.373833333333332
3C:61:05:12:96:30,6,2022-07-02 00:30:00,119.40333333333335,1.0786166666666666,117.74333333333334,60.0,0.002000000000066393,0.9141666666666667,47.657378333333334,10.043333333333333,43.09,32.766666666666666,0.0,35.96666666666667,14.516333333333334,47.295833333333334,9.228
3C:61:05:12:96:30,6,2022-07-02 00:31:00,119.41833333333334,1.0815166666666667,118.02666666666667,59.975,0.0019999999999527063,0.9141666666666667,48.953675,10.554333333333334,43.09,33.86666666666667,0.0,36.0,14.519666666666666,47.29483333333334,9.691666666666666
3C:61:05:12:96:30,6,2022-07-02 00:32:00,119.405,1.08115,118.11166666666666,59.97166666666667,0.0009999999999763531,0.9146666666666667,46.34256666666667,10.139333333333333,43.09,33.35,0.0,35.96666666666667,14.508833333333333,47.318,9.136833333333334
3C:61:05:12:96:30,6,2022-07-02 00:33:00,119.4,1.1020333333333334,120.58833333333334,59.973333333333336,0.0030000000000427463,0.9155,48.092565,11.717166666666666,43.09,35.1,0.0,36.0,14.494833333333332,47.36216666666667,9.950999999999999
3C:61:05:12:96:30,6,2022-07-02 00:34:00,119.41000000000001,1.0771833333333334,117.67,59.96333333333334,0.0009999999999763531,0.914,48.083305,10.573666666666666,43.09,33.28333333333333,0.0,35.93333333333333,14.508000000000001,47.31883333333334,8.682500000000001
3C:61:05:12:96:30,6,2022-07-02 00:35:00,119.4,1.0827333333333333,118.11333333333333,59.98833333333334,0.002000000000066393,0.9135000000000001,48.94441666666667,9.887833333333333,43.09,32.78333333333333,0.0,36.0,14.504333333333333,47.3135,9.519499999999999
3C:61:05:12:96:30,6,2022-07-02 00:36:00,119.4,1.0833666666666666,118.24166666666666,59.973333333333336,0.0019999999999527063,0.9136666666666666,48.07404833333333,10.464,43.09,33.416666666666664,0.0,35.93333333333333,14.469,47.33166666666667,9.578666666666667
3C:61:05:12:96:30,6,2022-07-02 00:37:00,119.4,1.0830166666666665,118.28166666666667,59.97666666666667,0.0019999999999527063,0.9148333333333334,51.12034166666667,10.683833333333332,43.09,33.11666666666667,0.0,35.96666666666667,14.499500000000001,47.31666666666667,9.288166666666665
3C:61:05:12:96:30,6,2022-07-02 00:38:00,119.39666666666668,1.0829333333333333,118.14,59.995,0.002000000000066393,0.9135000000000001,49.805528333333335,9.906666666666666,43.09,33.15,0.0,35.9,14.5095,47.283166666666666,9.341333333333333
3C:61:05:12:96:30,6,2022-07-02 00:39:00,119.40333333333335,1.0811,118.05166666666668,59.973333333333336,0.0019999999999527063,0.9141666666666667,49.379601666666666,9.809499999999998,43.09,32.5,0.13333333333333333,35.9,14.521333333333333,47.278999999999996,8.590333333333332
3C:61:05:12:96:30,6,2022-07-02 00:40:00,119.41833333333334,1.0879833333333333,118.81166666666667,59.945,0.002000000000066393,0.9143333333333333,51.57404333333333,10.057500000000001,43.09,33.583333333333336,0.2,36.0,14.542333333333334,47.29266666666667,9.969833333333332
